text,sentiment,labels
"Resort c?ng có riêng m?t r?p chi?u phim, cho các con lên xem c?ng r?t thích, có c? các cô Kids club tr?c r?p phim nên yên tâm l?m.",1,"['FACILITIES#GENERAL', 'HOTEL#GENERAL']"
"? ?ây ban ?êm khá yên t?nh, hai v? ch?ng tôi thì mu?n ?i xu?ng ph? nh?ng các con ch? mu?n ? kids club ch?i, thích các cô trong ?ó, v? nhà còn nh?c m? vi?t ?ánh giá cho các cô.",1,"['FACILITIES#GENERAL', 'HOTEL#COMFORT']"
"C?m ?n cô Trinh, cô Tú ?ã cho các con ch?i, l?n sau có ra ?à N?ng ch?c ph?i lên th?m các cô.",1,['HOTEL#GENERAL']
"Tôi r?t hài lòng v? chuy?n ngh? d??ng ? Intercon ?à n?ng, tôi s? gi?i thi?u cho b?n bè ??n tr?i nghi?m.",1,['FACILITIES#MISCELLANEOUS']
"R?t ?n t??ng v? thi?t k? và c?nh quan c?a resort Intercontinental Da Nang nh?ng h?n h?t là ch?t l??ng d?ch v? n?i ?ây, các b?n nhân viên ??u d? th??ng và thân thi?n.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
"B?n Mai nhân viên concierge nhi?t tình h? tr? và t? v?n ??t các ho?t ??ng c?a khách s?n, ch?c ch?n s? quay tr? l?i ??",1,"['FACILITIES#MISCELLANEOUS', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
Khách s?n th?t s? r?t ??p và sang ch?nh.,1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']"
"Mình ti?c là ch? ? có 2 ngày nên không t?n h??ng ???c h?t các d?ch v?, có c? khu spa và làm móng chu?n qu?c t?, n?u s?p x?p ???c s? ? l?i lâu h?n l?n sau.",1,['SERVICE#GENERAL']
"Mình ?n t??ng v?i ??i ng? nhân viên, ân c?n thân thi?n, khi nào g?p c?ng chào XIN CHÀO phong cách ng??i Vi?t Nam.",1,['SERVICE#GENERAL']
"??c bi?t các b?n nhà hàng sáng và ? h? b?i, ni?m n? v?i khách.",1,['FACILITIES#GENERAL']
"Khu tr? em c?ng chu?n qu?c t?, ??ng kí cho con vào ch?i r?i mu?n ? l?i luôn, mát m? an toàn.",1,['HOTEL#GENERAL']
"?i nhi?u n?i r?i nh?ng v?n ch? thích ? Intercon ?à n?ng, ??ng c?p h?n h?n.H?n g?p l?iPs: ?ánh giá 5 sao cho các b?n nhân viên Hi?u, Tu?n (nhà hàng), Hi?n (h? b?i), Trinh Tú (khu vui ch?i), Khoa (lái xe ?i?n).",1,"['FACILITIES#GENERAL', 'HOTEL#QUALITY', 'SERVICE#GENERAL']"
??????,1,['HOTEL#GENERAL']
"Khách s?n r?t ??p và s?ch s?, nhân viên vô cùng thân thi?n, nhà hàng r?t sang tr?ng, th?c ??n phong phú và th?c ?n ngon tuy?t.Khi v? ch?ng chúng tôi ??n khách s?n, ?i?u ??u tiên làm chúng tôi c?m th?y r?t ?m áp là b?t c? nh?n viên nào g?p v? ch?ng tôi, h? ??u n? c? c??i thân thi?n và nói ""Xin chào"" !",1,"['FACILITIES#CLEANLINESS', 'FACILITIES#DESIGN&FEATURES', 'FOOD&DRINKS#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS', 'HOTEL#DESIGN&FEATURES', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
C?m ?n InterContinetal Danang Sun Peninsula Resort ?ã cho m?t n?i ngh? ng?i ???c hòa mình vào thiên nhiên.,1,['HOTEL#GENERAL']
"Ngoài ra, Long Bar là m?t yên t?nh và th?a mái khi ???c n?m lên nh?ng gh? sofa ?? cùng ng?m nhìn bi?n.",1,"['FOOD&DRINKS#MISCELLANEOUS', 'HOTEL#COMFORT']"
Bartender Linh ?ã cho tôi kho?ng th?i gian vui v? cùng nh?ng ?? u?ng cocktail m?i l? mà tôi ch?a t?ng ???c th? qua.,1,['FOOD&DRINKS#MISCELLANEOUS']
"?n t??ng ??u tiên là khách s?n ? v? trí quá là ??p.Khi b??c vào không gian c?a khách s?n, thêm l?n ?n t??ng n?a là cách design, decor c?a khách s?n.Tuy nhiên, linh h?n c?a Intercontinental là ??i ng? nhân viên, ph?c v? khách s?n.Tôi ti?p xúc v?i Dong Nguyen - b?n này là nhân viên ch?m sóc khách hàng, m?c dù theo chia s? b?n m?i ??n ?ây làm vi?c nh?ng khi ???c h?i v? khách s?n, v? S?n trà, v? ?à N?ng tôi ??u nh?n ???c r?t nhi?u thông tin h?u ích.Là m?t nhà báo, ghé qua Inter co nhân s? ki?n Liên hoan Phim t? ch?c t?i ?N, tôi th?c s? yêu thích ? ?ây.Hy v?ng l?n t?i tr? l?i, Intercontinental v?n ??p, B?n Nhân viên Dong Nguyen s? ti?p t?c làm HDV trao ??i cho tôi thêm nhi?u ?i?u thú v? v? Intercontinental và ?N h?n n?a.H?n g?p l?i.",1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL', 'LOCATION#GENERAL', 'SERVICE#GENERAL']"
T?i ngày 6/5 tôi và v? tôi  là khách ngoài có ??t bàn ?n buffet bbq t?i nhà hàng bi?n barefoot .,1,"['FOOD&DRINKS#MISCELLANEOUS', 'FOOD&DRINKS#STYLE&OPTIONS']"
M?t ?i?u tôi r?t hài lòng và r?t vui khi các b?n bi?t hôm nay là ngày sinh nh?t v? tôi và có chu?n b? m?t cái bánh kem r?t là ??p .,1,['FACILITIES#DESIGN&FEATURES']
"Tôi và v? tôi r?t c?m ??ng và r?t h?nh phúc , nhân viên ? ?ây r?t là nhi?t tình c?m ?n b?n Mai qu?n lý nhà hàng và ??u b?p Th?ng b?p tr??ng nhà hàng cùng ??u b?p Khá tr??ng b?p bánh ?ã cho tôi và v? tôi m?t bu?i t?i r?t tuy?t v?i c?m ?n các b?n r?t nhi?u.",1,['SERVICE#GENERAL']
Tôi ?a? co? 1 ky? nghi? trên mong ???i ta?i ?ây.,1,['HOTEL#MISCELLANEOUS']
"Resort sang tro?ng, môi tr???ng t?? nhiên hoang da? ?a da?ng sinh ho?c, di?ch vu? tâ?n tâm b??i ca?c nhân viên chuyên nghiê?p va? nô?ng hâ?u.",1,"['FACILITIES#DESIGN&FEATURES', 'FOOD&DRINKS#STYLE&OPTIONS', 'HOTEL#DESIGN&FEATURES', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
Thât â?n t???ng khi g??p ai cu?ng no?i < XIN CHA?O>,1,['HOTEL#GENERAL']
Tôi ?ã có 3 ngày ngh? ? ?ây cùng v?i gia ?ình vào cu?i tháng 4.,1,['HOTEL#GENERAL']
"?n t??ng ??u tiên khi xu?ng sân bay là các b?n gái t?i sân bay ?ã ??i s?n ? b?ng chuy?n hành lý v?i trang ph?c áo dài tr?ng r?t xinh, và r?t nhi?t tình.",1,['SERVICE#GENERAL']
"Ti?p ??n là các bác tài x? d? th??ng v?i phong cách ph?c v? chuyên nghi?p, tay lái an toàn cùng v?i cách nói chuy?n hài h??c ?ã trò chuy?n trên su?t hành trình t? sân bay v? ??n resort.",1,"['HOTEL#GENERAL', 'SERVICE#GENERAL']"
"V?a v? ??n s?nh là ???c các b?n chào ?ón r?t n?ng nhi?t, ???c các b?n concierge h??ng d?n r?t chi ti?t, rõ ràng.",1,['HOTEL#GENERAL']
"Khung c?nh quá tuy?t v?i, quá ??p.",1,['FACILITIES#DESIGN&FEATURES']
"Chúng tôi làm th? t?c nh?n phòng xong ???c các b?n bell man ch? v? phòng trên chi?c xe buggy xinh x?n và c?ng v?i phong cách trò chuy?n vui v?, thân thi?n.",1,"['ROOMS#GENERAL', 'SERVICE#GENERAL']"
"H? b?i, nhà hàng, bar... m?i th? ? ?ây làm tôi c? mê m?n.",1,"['FACILITIES#GENERAL', 'FOOD&DRINKS#MISCELLANEOUS']"
C? khu vui ch?i dành cho tr? em c?ng làm cho các cháu nhà tôi tho? thích thú.,1,['FACILITIES#GENERAL']
M?t k? ngh? tuy?t v?i và x?ng ?áng.,1,['HOTEL#MISCELLANEOUS']
Tôi s? quay l?i ?ây trong k? ngh? s?p t?i.,1,['HOTEL#MISCELLANEOUS']
C?m ?n t?t c? ??i ng? thi?n lành ? ?ây.,1,['HOTEL#GENERAL']
"Tôi ?ã có th?i gian tuy?t v?i cùng gia ?ình t?i khu ngh? d??ng Intercon Danang.Nhân viên ph?c v? vui v?, nhi?t tình.",1,"['HOTEL#GENERAL', 'SERVICE#GENERAL']"
D?ch v? t?i resort phong phú.,1,"['FOOD&DRINKS#STYLE&OPTIONS', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
N?u có d?p s? quay tr? l?i khu ngh? d??ng m?t l?n n?a.,1,['HOTEL#GENERAL']
"m?i th? th?t tuy?t v?i, nhân viên thân thi?n và nhi?t tình ch?m lo chu ?áo cho khách, c?nh thiên nhiên tuy?t ??p, h?n tr? l?i n?i ?ây m?t ngày g?n nh?t ?? tr?i nghi?m thêm nhi?u th? t?i n?i ?ây, c?m ?n t?t c?",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#MISCELLANEOUS', 'SERVICE#GENERAL']"
"Tôi r?t vui vì các con ???c vui ch?i, ???c ??i x? r?t t? t?, cô Tú qu?n lý r?t ni?m n? v?i c? gia ?ình, gi?i thi?u các trò ch?i và cho các con tham gia.",1,['HOTEL#GENERAL']
"Cô Linh và cô Th? v? móng tay r?t ??p, cô Linh r?t nhi?t tình v? thêm cho m? m?t ngón.",1,"['FACILITIES#DESIGN&FEATURES', 'SERVICE#GENERAL']"
"C?m th?y không n?i nào nhân viên t?i t?t b?ng và nhi?t tình v?i khách nh? ? Intercon ?à N?ng, các b?n nhà hàng ?n sáng và ? bi?n r?t nhi?t tình ch?p ?nh cho c? gia ?ình.",1,"['FACILITIES#QUALITY', 'SERVICE#GENERAL']"
Tôi ?ánh giá Intercon ?à n?ng 10/10,1,['HOTEL#GENERAL']
"? Kidclub có r?t nhi?u ho?t ??ng nh? Tatto Paintings, làm nó lá và r?t nhi?u ho?t ??ng khác.",1,['FACILITIES#MISCELLANEOUS']
"Các cô Tú, Chinh và cô Linh r?t tích c?c và cho con r?t nhi?u ni?m vui, ? ?ây b?n con ???c ??i x? r?t t?t.",1,['FACILITIES#QUALITY']
Khu vui ch?i kids club t?i ?ây r?t thú v?.,1,['FACILITIES#GENERAL']
"Có nhi?u tr?i nghi?m vui ch?i nh? v? tattoo, làm các ?? th? công, có các máy ch?i game,... ??c bi?t trong ?ây có các cô linh, cô trinh và cô tú r?t ?áng yêu tr? con",1,['FACILITIES#MISCELLANEOUS']
"D?ch v? ch?t l??ng, khung c?nh nên th?, thi?t k? ??c ?áo m?i l?, tôi ?ã ?i nhi?u khách s?n 5 sao kh?p Vi?t  Nam nh?ng có l? Intercon ?à N?ng là tuy?t v?i nh?t, ?i?m 10 tuy?t ??i v? m?i m?t.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#GENERAL', 'HOTEL#QUALITY', 'SERVICE#GENERAL']"
"??c bi?t là cách ph?c v? c?a nhân viên, luôn ni?m n? vui v? v?i khách, r?t hi?m g?p.",1,['SERVICE#GENERAL']
"Các b?n luôn t??i c??i ngay c? khi m? hôi nh? nh?i khi làm vi?c d??i tr?i n?ng nóng, t?i t? hào khi ng??i Vi?t Nam chân ch?t và thân thi?n, có r?t nhi?u khách tây ? ?ây, h? s? th?y ???c con ng??i Vi?t Nam tuy?t v?i th? nào.",1,['SERVICE#GENERAL']
"C?m ?n các b?n, chuy?n ?i c?a gia ?ình r?t ?áng nh?.??c bi?t c?m ?n các anh ??i bi?n và trò ch?i d??i n??c (anh Chanh, anh ?ông), các b?n nhà hàng (b?n Hi?n, b?n Hi?u), các b?n khu vui ch?i cho cháu (b?n Tú, b?n Linh, b?n Thu), các b?n d?n v? sinh và các b?n ch?y xe h?i ?i?n.Chúng tôi s? quay l?i m?t ngày g?n nh?t.",1,"['FACILITIES#CLEANLINESS', 'FACILITIES#GENERAL']"
"L?n ??u ti?n M?t mình tìm ??n m?t n?i ngh? d??ng riêng t? và th? gi?n v?i m?t không gian tuy?t ??p , ??c nh?t t?i ?à N?ng .Món ?n r?t ngon cùng v?i s? ph?c v? nhi?t tình c?a nhân viên , ??c bi?t là b?n Trang Do t?i ?ây làm tôi th?c s? r?t hài lòng.",1,"['FACILITIES#DESIGN&FEATURES', 'FOOD&DRINKS#QUALITY', 'SERVICE#GENERAL']"
"Tr?i nghi?m d?ch v? tuy?t v?i ,C?nh Quang r?t ??p cùng v?i b?a sáng r?t ngon.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#MISCELLANEOUS', 'FOOD&DRINKS#QUALITY', 'SERVICE#GENERAL']"
"(??t bi?t là món bún ch? Hà N?i và n??c ép t??i c?a nhà hàng Citron)Các b?n nhân viên nhi?t tình chu ?áo (B?n S??ng,?oan)Và b?n Trinh Butler????????",1,['SERVICE#GENERAL']
Phong c?nh thi?t k? t?t c? ??u r?t ??p.,1,['FACILITIES#DESIGN&FEATURES']
Phòng r?ng tuy có h?i t?i nh?ng phong cách t?i gi?n r?t m?i l?.,1,['ROOMS#GENERAL']
"nhân viên ???c ?ào t?o chuyên nghi?p, luôn l?ng nghe khách hàng, t? các b?n lái xe ?i?n quanh khách s?n, ??n các b?n khu v?c nhà hàng, h? b?i, khu vui ch?i cho các cháu, c?m giác r?t g?n g?i, tôi r?t quý các b?n.",1,"['FACILITIES#GENERAL', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
"G?i l?i th?m cô Tú và cô Linh, Huy?n nh?c các cô mãi, bà cháu s? quay l?i th?m các cô.",1,['HOTEL#GENERAL']
"Resort view ??p, nhân viên nhi?t tình, thân thi?n, không khí trong lành mát m?, Phòng khách s?n r?t sang tr?ng và hi?n ??i, m?i ti?n nghi ??u r?t ??y ?? và hoàn h?o.",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#DESIGN&FEATURES', 'HOTEL#GENERAL', 'LOCATION#GENERAL', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
D?ch v? và cách ph?c v? r?t chuyên nghi?p,1,['SERVICE#GENERAL']
M?t bu?i chi?u th?t tuy?t v?i khi ???c ghé th?m Intercontinental resort.,1,['HOTEL#GENERAL']
"Tôi ?ã ?i r?t nhi?u n?i, nh?ng có l? ?ây là n?i tôi c?m th?y tho?i mái nh?t khi tôi ??t chân t?i.",1,['FACILITIES#COMFORT']
Phong c?nh và con ng??i ? ?ây ??u hoàn h?o trên c? ?i?m 10.,1,['HOTEL#GENERAL']
Tôi khá ?n t??ng v?i b?n Hoá ? nhà hàng Citron.,1,['HOTEL#GENERAL']
B?n ?y luôn r?ng r? m?i khi nói chuy?n v?i gia ?ình tôi.,1,['HOTEL#GENERAL']
Hoá giúp tôi và gia ?ình có nh?ng t?m ?nh r?t ??p.,1,['FACILITIES#DESIGN&FEATURES']
"C?m ?n Hoá r?t nhi?u, mong b?n gi? gìn s?c kho? ?? mang ??n ni?m vui cho th?t nhi?u l? khách khi ??t chân t?i Citron.",1,['HOTEL#GENERAL']
"*English below:M?t ??a ?i?m quen thu?c và n?i ti?ng c?a ?à N?ng, resort n?m ? khu v?c S?n Trà view tuy?t ??p và c?c giá tr?.Là 1 s?n ph?m thu?c qu?n lý c?a IHG và n?m top các khu ngh? d??ng 6*, mình c?c thích cách bài trí, không gian và thi?t k? c?a Bensley.",1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL', 'LOCATION#GENERAL']"
"Nhân viên và qu?n gia ???c training nghi?p v? r?t t?t, hy v?ng sau có th?i gian ghé l?i mình và gia ?ình v?n s? gi? nguyên s? hài lòng nh? lúc tr??c :DV? th?c ?n, món Vi?t ? nhà hàng Citron ngon, qu?n lý ?ã h?i th?m gia ?ình mình t?n tình, ch?m sóc chu ?áo.",1,"['FACILITIES#QUALITY', 'FOOD&DRINKS#QUALITY', 'SERVICE#GENERAL']"
"Th?t tuy?t!—————————A familiar and famous place of Da Nang, the resort is located in Son Tra area with beautiful view and extremely valuable value.As a product under the management of IHG and in the top of 6* resorts, I really like Bensley's layout, space and design.",1,['HOTEL#GENERAL']
"The staff and housekeeper are well trained, hope to have time to visit me and my family will still be satisfied as before :DAbout the food, Vietnamese dishes at Citron restaurant are delicious, the manager asked his family to enthusiastically, take good care of him.",1,['HOTEL#GENERAL']
Great!,1,['HOTEL#GENERAL']
"?ây là l?n th? 2 gia ?ình tôi ??n ?ây V?n ?n t??ng nh? lúc ??u , ?n t??ng v? c?nh quan , ki?n trúc , con ng??i .",1,['FACILITIES#DESIGN&FEATURES']
"Th?t s? r?t r?t ??p H? b?i ng l?n , h? tr? em ??u r?t ??p C?m ?n ch? h?ng , ch? ái , ch? bình ?ã h? tr? gia ?ình em h?t s?c nhi?t tình !",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL', 'SERVICE#GENERAL']"
Thank you !,1,['HOTEL#GENERAL']
See you again,1,['HOTEL#GENERAL']
M?i v?n ?? ??u t?t .nh?ng sàn g? khi ?i có ti?ng ??ng l?n làm ng??i ?ang ng? t?nh gi?c.nên kh?c ph?c.,2,['FACILITIES#QUALITY']
Kh? nhi?u c?ng vui nh?ng gi? và nguy hi?m cho khách.,2,['HOTEL#GENERAL']
B?t ti?n vì mình ph?i luôn c?nh giác.,2,['HOTEL#GENERAL']
Không có Cafe nguyên ch?t t?i phòng.,2,['ROOMS#GENERAL']
"Nh?ng ngày n?ng ? t?i Intercon ?à N?ng trên c? tuy?t v?i, d?ch v? ch?t l??ng chuyên nghi?p không h? danh là resort ??p nh?t Vi?t Nam.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
"??i ng? nhân viên luôn t??i c??i vui v? v?i khách hàng, ??c bi?t là các b?n luôn nói Xin chào, mang ??m b?n s?c ng??i Vi?t Nam.",1,['SERVICE#GENERAL']
"Phòng ?c thi?t k? r?t khác bi?t, v? trí c?ng r?t ??c ??a, giá c? d?ch v? khá cao nh?ng r?t x?ng ?áng v?i ch?t l??ng d?ch v?.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#PRICES', 'FACILITIES#QUALITY', 'LOCATION#GENERAL', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
"Tôi ??c bi?t hài lòng v?i các cô t?i khu v?c kid club, nh? tên t?ng bé, c? các bé ng??i n??c ngoài tên r?t là khó ??c, quan tâm các bé r?t t?n tình, con gái tôi r?t thích ch?i t?i kid club, bé r?t bu?n khi không ???c g?p cô Thu và cô Tú n?a, cám ?n các cô.",1,['HOTEL#GENERAL']
"M?t ?i?m tôi ngh? khá là b?t ti?n là không có phòng t?m trên h? b?i cho khách, phòng thay ?? l?i xa v?i h? b?i và bi?n, các b?n nhân viên có h?i th?m và chia s? v? d? án nâng c?p, hy v?ng trong t??ng lai quay l?i resort s? ti?n nghi và ??p h?n n?a.",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL', 'HOTEL#GENERAL', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
"Resort sang tr?ng, view bi?n xu?t s?c.Club Lounge r?t ??p, trà chi?u vô c?ng sang tr?ng.Nhân vi?n nhi?t tình.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#DESIGN&FEATURES', 'HOTEL#GENERAL', 'ROOMS#DESIGN&FEATURES', 'SERVICE#GENERAL']"
"Team Qu?n gia có Hung Nguyen r?t tuy?t v?i!H? th?ng phòng r?ng rãi, nhi?u ti?n nghi, ??ng c?pNh?t ??nh gia ?ình s? quay l?i!",1,"['FACILITIES#COMFORT', 'ROOMS#GENERAL']"
"Khu ngh? d??ng r?t ??p, r?ng rãi, thoáng mát, có bi?n và có c? núi, các b?n kh? ? ?ây r?t cute nh?ng mình ch? dám nhìn t? xa không dám ??n g?n.",1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']"
"Nhân viên ? ?ây ph?c v? r?t nhi?t tình, thân thi?n, b?n H?i qu?n gia r?t kind, ?ã giúp chúng tôi có nhi?u b?c hình ??p và g?i ý nhi?u d?ch v? khác nhau.",1,"['FACILITIES#DESIGN&FEATURES', 'SERVICE#GENERAL']"
"View phòng siêu x?n, ?? ?n ngon, Long pool view c?c ??p v?i h? b?i vô c?c.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL', 'FOOD&DRINKS#QUALITY', 'ROOMS#GENERAL']"
"Hài lòng v? m?i th?, s? quay tr? l?i",1,['HOTEL#GENERAL']
"Sau 7 n?m ghé l?i, th?t b?t ng? m?i th? v?n nguyên v?n ??ng c?p.",1,['HOTEL#QUALITY']
"Trà chi?u v?a mi?ng, n??c ép nguyên ch?t, nhân viên thân thi?n chuyên nghi?p, r?t d? th??ng.",1,['SERVICE#GENERAL']
?i vào ngày tr?i ??p n?a qu? là 1 bu?i chi?u quá th? giãn.,1,['FACILITIES#DESIGN&FEATURES']
C?m ?n nhà hàng Citron.,1,['HOTEL#GENERAL']
"Không gian trên c? tuy?t v?i, du d??ng d? ch?u, c?nh mãn nhãn, nhân viên luôn t??i c??i, thân thi?n h? tr?, ??c bi?t là anh Hai Vu manager quá chu ?áo, chuyên nghi?p.",1,"['FACILITIES#COMFORT', 'SERVICE#GENERAL']"
"Trà chi?u trang trí ??p m?t, t??ng không nhi?u nh?ng nhi?u không t??ng.",1,['FACILITIES#DESIGN&FEATURES']
"N?u có th? bàn Nón lá thi?t k? d? di chuy?n ch? ng?i s? perfect h?n, nh?ng nhìn chung quá tuy?t v?i cho c? nhà th? giãn, r?t ?áng th? dù ch? 1 l?n!",1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#COMFORT']"
"Không gian yên bình, thoáng, c?nh núi bi?n thiên nhiên tuy?t v?i, món ?n ngon, l?.",1,['FOOD&DRINKS#QUALITY']
"Nhân viên luôn vui v?, ph?c v? h?t lòng và nhi?t tình ch? d?n.",1,['SERVICE#GENERAL']
Tr?i nghi?m th?c s? tuy?t v?i và s? quay l?i vào m?t ngày không xa.,1,['FACILITIES#MISCELLANEOUS']
Resort ?úng tiêu chu?n 5* th?t s? ??ng c?p.,1,"['HOTEL#GENERAL', 'HOTEL#QUALITY']"
"Phòng ??p, có t?m nhìn th?ng ra bi?n và bán ??o S?n Trà tuy?t v?i.",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#GENERAL']"
"Nhân viên nhi?t tình, s?n lòng giúp ?? b?n trong b?t kì vi?c gì ??c bi?t là b?n Hero Nguyen c?a ??i Qu?n Gia r?t nhi?t tình ph?c v? t? b?a ?n t?i cung c?p d?ch v? c?a resort r?t chuyên nghi?p.",1,"['HOTEL#GENERAL', 'SERVICE#GENERAL']"
"?? ?n Vi?t ? nhà hàng Citron ngon, th?c ??n ?a d?ng và không gi?i h?n kh?u v? c?a b?n.",1,"['FOOD&DRINKS#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS']"
"B?n có th? ghé ngay xu?ng The Long Bar n?m ngay m?t bi?n khá sang ch?nh, view ng?m bi?n t? ?ây không th? chê vào ?âu ???c, ? ?ây có ?? u?ng ?a d?ng và có ph?c v? ?? ?n nh?.",1,"['FOOD&DRINKS#MISCELLANEOUS', 'FOOD&DRINKS#STYLE&OPTIONS', 'SERVICE#GENERAL']"
??c bi?t d?ch v? làm móng và Spa r?t thú v?!,1,['SERVICE#GENERAL']
Mình ??t ? Inter nhân d?p sinh nh?t và ?ã có 1 kho?ng th?i gian r?t tuy?t v?i ? ?ây.,1,['HOTEL#GENERAL']
"M?i th? hoàn h?o t? không gian, khí h?u ??n con ng??i.",1,['HOTEL#GENERAL']
"View phòng villa on the rock r?t ??nh, riêng t?.",1,['ROOMS#GENERAL']
"Các nhân viên ai c?ng thân thi?n, nhi?t tình, luôn h?i han và m?m c??i v?i khách, ??c bi?t anh Phúc qu?n gia.",1,['SERVICE#GENERAL']
"Chúc anh Phúc s?c kho?, mong anh g?n bó lâu v?i ngh? nha, ?? t??ng lai g?n gia ?ình mình quay l?i Inter s? g?p anh.",1,['HOTEL#GENERAL']
"Ngh? d??ng sang tr?ng,D?ch v? okB?n H?i Lê qu?n gia & b?n H?i Minh Vu Manager ? nhà hàng Citron r?t vui v? chu ?áoResort ??t nh?ng x?ng ?áng, m?i ng??i nên tr?i nghi?m ?? relax.Hi v?ng khách s?n ?i?u ch?nh th? t?c check in nhanh chóng h?n 1 chút (ít nhân viên cùng h?i 1 v?n ??) thì s? perfect",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#MISCELLANEOUS', 'FACILITIES#PRICES', 'FOOD&DRINKS#PRICES', 'HOTEL#DESIGN&FEATURES', 'HOTEL#GENERAL', 'HOTEL#PRICES', 'SERVICE#GENERAL']"
"Chuy?n ngh? d??ng tuy?t v?i v?i gia ?ìnhD?ch v? & m?i th? okB?n H?i qu?n gia r?t chu ?áo & nhi?t tình, mình có l?i khen!Các nhân viên khác ??u r?t niceBuffet, ti?c trà chi?u, cocktail time, ??t l?a bên bãi bi?n ??u ok",1,"['FOOD&DRINKS#MISCELLANEOUS', 'FOOD&DRINKS#STYLE&OPTIONS', 'LOCATION#GENERAL', 'SERVICE#GENERAL']"
"Tôi ?ã có 1 kho?n th?i gian ngh? d??ng tuy?t v?i ? ?ây, m?i th? t? phòng, d?ch v?, c? s?, view bi?n và núi, có c? kh? n?a!",1,"['ROOMS#DESIGN&FEATURES', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
??c bi?t là b?n H?i (Qu?n Gia) r?t nice và nhi?t tình!,1,['SERVICE#GENERAL']
Nhân viên xu?t s?c t? m?i v? trí!,1,"['FACILITIES#QUALITY', 'LOCATION#GENERAL', 'SERVICE#GENERAL']"
S? quay l?i khi có d?p!,1,['HOTEL#GENERAL']
Nguyên D?ch v? t?t.,1,"['FACILITIES#QUALITY', 'SERVICE#GENERAL']"
Nhân viên thân thi?n và l?ch s?.,1,['SERVICE#GENERAL']
S? quay l?i n?i này.,1,['HOTEL#GENERAL']
M?t n?i tuy?t v?i ?? th? gi?n cho làm vi?c ho?c gi?i trí.,1,['FACILITIES#MISCELLANEOUS']
M?t ??a ?i?m t?t cho h?p m?t gia ?ình d? b?n có ?i cùng tr? em.,1,['FACILITIES#QUALITY']
Would recommended 100%.,1,['HOTEL#GENERAL']
Nguyen ( long bar) Intercontinantial penisula la m?t n?i ngh? d??ng r?t ?áng ?? ??n.,1,['FOOD&DRINKS#MISCELLANEOUS']
"D?ch v?, nhân viên, c?nh quan ??u nice.",1,['SERVICE#GENERAL']
?ã ??n ?ây nhieu l?n và luôn có c?m giác hài  lòng.,1,['HOTEL#GENERAL']
N?u có d?p s? ?i ??n n?i ?ây cùng gia ?ình vai l?n n?a.,1,['HOTEL#GENERAL']
M?i ng??i hãy th? tr?i nghi?m m?t l?n t?i ?ây nhé!,1,['FACILITIES#MISCELLANEOUS']
"Khu ngh? d??ng ??ng c?p, mình r?t hài lòng, cái gì c?ng có, các b?n nhân viên thì trên c? tuy?t v?i, sáng nay g?p ???c b?n Tú t?i khu vui ch?i t? v?n cho nhi?u ho?t ??ng, mình s? s?p x?p tr?i nghi?m, tr?i ?à N?ng ??p h?n mong ??i, c? s? m?a, có c? dàn máy game trong khu vui ch?i, con ch?i ?? ch?i, ba m? c?ng th?nh th?i",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL', 'FACILITIES#MISCELLANEOUS', 'HOTEL#GENERAL', 'HOTEL#QUALITY', 'SERVICE#GENERAL']"
